# Issue #154 strict inventory of Quarkdown v2.5.1 content, media, presentation, and Markdown-extension surfaces.
# target_sha=107ec3a9482f10d6f90d7580f8409b46a719d18e
# audit_base=7144683346fd6e39c49ef0923733c856a6a55f42
# declared_total=83
# declared_owned=71
# declared_handoffs=12
# Columns: ownership	canonical/public surface	aliases	category/family	exact upstream syntax/signature	exact Quarkdown v2.5.1 provenance	observable contract	Markdown baseline relationship	Quarkdown-specific extension/semantic delta	parser/frontend representation	source provenance/span behavior	binder/value-conversion requirements	evaluator semantics	AST/semantic representation	backend-neutral IR representation or current absence	Typst/backend behavior	rendered-output fidelity	resource/project dependency	caption interaction	numbering interaction	reference/label interaction	layout/document-state interaction	malformed-input behavior	unsupported-input behavior	diagnostic behavior	current Scribium conformance/test evidence	current canonical #147 support status	existing issue/PR linkage	exact remaining gap	disposition
owned	primitive:collapse	none	component/content	collapse(summary: InlineMarkdownContent, body: MarkdownContent) -> NodeValue	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Layout.kt	Creates collapsible block.	No direct Markdown baseline.	Interactive collapse is QD/HTML presentation.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep plus current Scribium code/tests	UNSUPPORTED	#184;frozen until #156	No typed .collapse semantic or output contract exists; generic function-call retention is not equivalent, and #184 owns the component gap.	Audit evidence only; implementation frozen until #156
owned	primitive:textcollapse	none	component/content	textcollapse(summary: InlineMarkdownContent, body: InlineMarkdownContent) -> NodeValue	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Layout.kt	Creates inline collapsible content.	No direct Markdown baseline.	Interactive inline collapse is QD.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep plus current Scribium code/tests	UNSUPPORTED	#184;frozen until #156	No typed .textcollapse semantic or output contract exists; generic function-call retention is not equivalent, and #184 owns the component gap.	Audit evidence only; implementation frozen until #156
owned	primitive:numbered	none	content/numbering consumer	numbered(ref: String? = null, body: MarkdownContent) -> NodeValue	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Layout.kt	Marks content for location/number tracking.	No direct Markdown baseline.	Local numbering consumer; policy is #153.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep plus current Scribium code/tests	UNSUPPORTED	#181;#153;frozen until #156	No numbered-content producer, traversal/index, or reference/output contract exists; #181 owns shared indexing and #153 owns global numbering policy.	Audit evidence only; implementation frozen until #156
owned	primitive:todo	toDo	component/content	todo(content: InlineMarkdownContent) -> NodeValue	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Layout.kt	Emits TODO content/annotation.	No direct Markdown baseline.	TODO presentation is QD.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep plus current Scribium code/tests	UNSUPPORTED	#184;frozen until #156	No typed .todo semantic or output contract exists; generic function-call retention is not equivalent, and #184 owns the component gap.	Audit evidence only; implementation frozen until #156
owned	primitive:text	none	inline content	text(content: String, classname: String? = null, style: StyleOptions = DEFAULT) -> NodeValue	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Text.kt	Creates styled inline/text content.	Plain Markdown text is baseline.	Class/style wrapper is QD.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep plus current Scribium code/tests	PARTIAL	#184;frozen until #156	Markdown text is available, but callable .text style/font options and target output parity are not represented; #184 owns the component-local gap.	Audit evidence only; implementation frozen until #156
owned	primitive:br	lineBreak	inline content	br() -> LineBreak node	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Text.kt	Creates explicit line break.	Hard break is Markdown baseline; callable producer is QD.	Callable `.br` semantics are QD.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	Existing native/evaluator path; no new #154 code.	Existing semantic node or bounded Markdown semantic.	Existing backend-neutral IR.	Existing Typst lowering.	Existing component/Markdown tests and real Typst/PDF evidence.	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Existing native .br dispatch, inline IR/source-span tests, and Typst lowering/output tests.	SUPPORTED_END_TO_END	#156;no implementation follow-up	No #154-owned gap for the evidenced argumentless .br contract; broader callable/content context parity is outside this bounded row.	Audit evidence only; implementation frozen until #156
owned	primitive:codespan	codeSpan	inline content	codespan(text: String) -> CodeSpan node	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Text.kt	Creates inline code span.	Backtick code span is Markdown baseline.	Callable text evaluation is QD.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep plus current Scribium code/tests	PARTIAL	#185;frozen until #156	Markdown inline code is available, but Quarkdown .codespan styling/content semantics and output parity are not represented; #185 owns the producer gap.	Audit evidence only; implementation frozen until #156
owned	primitive:match	none	inline transform	match(content: InlineMarkdownContent, pattern: String, replacement: Lambda) -> NodeValue	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Text.kt	Regex replacement preserves inline structure around text leaves.	Markdown inline content is input baseline.	Regex/callback traversal/reconstruction is QD.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep plus current Scribium code/tests	UNSUPPORTED	#181;#156	No typed .match pattern/content semantics or output contract exists; source retention is not semantic support.	Audit evidence only; implementation frozen until #156
owned	primitive:loremipsum	loremIpsum	content primitive	loremipsum() -> StringValue/content	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Text.kt	Returns packaged Lorem Ipsum content.	No Markdown syntax baseline.	Packaged content resource is QD.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep plus current Scribium code/tests	UNSUPPORTED	#181;#156	No typed .loremipsum generation semantics or output contract exists; source retention is not semantic support.	Audit evidence only; implementation frozen until #156
owned	primitive:markdown	none	raw/content escape hatch	markdown(content: String) -> NativeContent/NodeValue	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Markdown.kt	Injects raw Markdown as target-specific native content.	Markdown is baseline language, but callable injection is distinct.	Native-content permission/target behavior is QD.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing target-specific semantic state.	Existing target-specific backend-neutral representation.	Intentionally omitted by Typst/PDF or no HTML backend.	Semantic support only; rendered-output fidelity is not claimed.	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Existing native-content evaluator/IR tests and explicit Typst/PDF omission-policy tests.	SUPPORTED_SEMANTICS	#156;no implementation follow-up	Semantic/native-content behavior is represented for the bounded contract; rendered Markdown output fidelity remains unavailable because Scribium has no HTML/Markdown backend.	Audit evidence only; implementation frozen until #156
owned	primitive:htmloptions	htmlOptions	raw/HTML content	htmloptions(title: String? = null, description: String? = null, keywords: String? = null, author: String? = null, language: String? = null, baseurl: String? = null) -> VoidValue	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Html.kt	Sets target-specific HTML metadata/base URL options.	No Markdown baseline.	HTML metadata is QD target-specific content; not #153 layout state.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing target-specific semantic state.	Existing target-specific backend-neutral representation.	Intentionally omitted by Typst/PDF or no HTML backend.	Semantic support only; rendered-output fidelity is not claimed.	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Existing bounded HTML-options state/evaluator tests, #153 handoff audit evidence, and explicit no-HTML-backend policy.	SUPPORTED_SEMANTICS	#58;#155;#156	Target-specific HTML option state is represented semantically; rendered metadata fidelity remains unavailable because Scribium has no HTML backend.	Audit evidence only; implementation frozen until #156
owned	primitive:html	none	raw/HTML content	html(context[injected], content: String) -> NativeContent/NodeValue	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Html.kt	Injects unsanitized raw HTML under NativeContent permission.	Raw HTML is bounded Markdown escape hatch only in Markdown mode.	Explicit `.html` native content is QD.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing target-specific semantic state.	Existing target-specific backend-neutral representation.	Intentionally omitted by Typst/PDF or no HTML backend.	Semantic support only; rendered-output fidelity is not claimed.	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Existing native-content permission/E3004/E8001 tests, target-specific IR tests, and explicit no-HTML-backend policy.	SUPPORTED_SEMANTICS	#58;#155;#156	Target-specific raw HTML content state is represented semantically; rendered HTML fidelity remains unavailable because Scribium has no HTML backend.	Audit evidence only; implementation frozen until #156
owned	primitive:css	none	raw/HTML content	css(context[injected], content: String) -> HTML style NativeContent	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Html.kt	Wraps CSS in an HTML style element.	No Markdown baseline.	CSS injection is QD target-specific.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep plus current Scribium code/tests	UNSUPPORTED	#58;#155;#156	No Quarkdown .css semantic/output contract is represented; raw CSS is not lowered to a generic style system or backend escape hatch.	Audit evidence only; implementation frozen until #156
owned	primitive:cssproperties	cssProperties	raw/HTML content	cssproperties(context[injected], properties: Map<String, Value>) -> HTML style NativeContent	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Html.kt	Builds `--qd-*` CSS properties from a map.	No Markdown baseline.	Property serialization and CSS output are QD.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep plus current Scribium code/tests	UNSUPPORTED	#58;#155;#156	No Quarkdown .cssproperties semantic/output contract is represented; raw CSS properties are not lowered to a generic style system.	Audit evidence only; implementation frozen until #156
owned	primitive:llmstxt	llmsTxt	raw/HTML content	llmstxt(context[injected], content: String, markdownavailable: Boolean) -> NodeValue	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Html.kt	Emits an HTML/SEO llms.txt directive using base URL.	No Markdown baseline.	Generated external URL/target behavior depends on environment.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep plus current Scribium code/tests	DEFERRED	#58;#155;#156	The public .llmstxt contract remains deferred because base-URL, page-environment, and target-output behavior are not bounded in the current architecture.	Audit evidence only; implementation frozen until #156
owned	primitive:ref	reference	reference/label content	ref(id: String) -> CrossReference node	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Reference.kt	Resolves identifier to generated reference text/location.	Markdown links are not cross-reference semantics.	Reference resolution is QD.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep plus current Scribium code/tests	UNSUPPORTED	#181;#156	No reference producer/consumer index, generated reference text, unresolved diagnostic, or anchor output is represented; #181 owns the shared reference boundary.	Audit evidence only; implementation frozen until #156
owned	primitive:fragment	none	slide content	fragment(behavior: SlidesFragment.Behavior = SHOW, content: MarkdownContent) -> NodeValue	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Slides.kt	Adds reveal/hide fragment content.	No Markdown baseline.	Fragment behavior is slide content; `.slides` global config is #153.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep plus current Scribium code/tests	UNSUPPORTED	#184;frozen until #156	No typed .fragment semantic, slide gating, backend-neutral representation, or output contract exists; #184 owns the slide-content gap.	Audit evidence only; implementation frozen until #156
owned	primitive:speakernote	speakerNote	slide content	speakernote(content: MarkdownContent) -> NodeValue	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Slides.kt	Adds speaker-note content.	No Markdown baseline.	Speaker-note node/visibility is QD; global option is #153.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep plus current Scribium code/tests	UNSUPPORTED	#184;frozen until #156	No typed .speakernote semantic, slide-only gating, backend-neutral representation, or output contract exists; #184 owns the slide-content gap.	Audit evidence only; implementation frozen until #156
owned	primitive:icon	none	media/content	icon(name: String) -> IconImage node	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Icon.kt	Resolves named icon/image resource.	No Markdown baseline.	Catalog/resource/media rendering is QD.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep plus current Scribium code/tests	UNSUPPORTED	#182;#155;#156	No Quarkdown icon catalog, project/resource resolution, media-type, or output contract is represented; #182 owns the content producer and #155 owns resources.	Audit evidence only; implementation frozen until #156
owned	primitive:emoji	none	inline content	emoji(shortcode: String) -> inline content	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Emoji.kt	Replaces shortcode with catalog emoji content.	No CommonMark shortcode baseline.	Catalog lookup/replacement is QD.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep plus current Scribium code/tests	UNSUPPORTED	#182;#155;#156	No Quarkdown emoji catalog, resource, media-type, or output contract is represented; the media/resource boundary remains #182/#155.	Audit evidence only; implementation frozen until #156
owned	primitive:allemojis	allEmojis	value/content	allemojis() -> DictionaryValue<StringValue>	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Emoji.kt	Returns public emoji catalog as a value.	Not Markdown syntax.	Dictionary/value conversion is #149; consumer is content-adjacent.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep plus current Scribium code/tests	DEFERRED	#182;#155;#156	The public .allemojis producer is deferred pending a bounded catalog/resource/output contract at the #182/#155 boundary.	Audit evidence only; implementation frozen until #156
owned	primitive:mermaid	none	media/figure	mermaid(caption: InlineMarkdownContent? = null, ref: String? = null, code: EvaluableString) -> Figure node	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Mermaid.kt	Creates Mermaid figure from evaluable diagram source.	No Markdown baseline.	Diagram source, figure caption/ref, and renderer are QD.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep plus current Scribium code/tests	UNSUPPORTED	#182;#155;#156	No Mermaid source, diagram semantic, resource/tool ownership, or output contract is represented; #182 owns the producer and #155 owns resources.	Audit evidence only; implementation frozen until #156
owned	primitive:xychart	xyChart	media/figure	xychart(options, caption: InlineMarkdownContent? = null, ref: String? = null, values: Iterable) -> Figure node	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Mermaid.kt	Creates chart figure from structured values.	No Markdown baseline.	Data conversion, figure metadata, and rendering are QD.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep plus current Scribium code/tests	UNSUPPORTED	#182;#155;#156	No chart data, typed chart semantic, renderer ownership, or output contract is represented; #182 owns the producer and #155 owns resources.	Audit evidence only; implementation frozen until #156
